HS6,HS6_name,k,k_name_short,k_name,Sub_sector_name,Sector_name,Excluded_from,Reason
630411,"Knitted or crocheted bedspreads (excl. bedlinen, quilts and eiderdowns)",630411,Knit/crochet bedspreads,"Knitted or crocheted bedspreads (excl. bedlinen, quilts and eiderdowns)",Home textiles,Apparel & textile products,,
630419,"Bedspreads of all types of textile materials (excl. knitted or crocheted, bedlinen, quilts and eiderdowns)",630419,"Bedspreads, n.e.s.","Bedspreads of all types of textile materials (excl. knitted or crocheted, bedlinen, quilts and eiderdowns)",Home textiles,Apparel & textile products,,
630420,"Bed nets, warp knit, antimalarial",6304XX,"Furnishing articles, knit/crochet, n.e.s.","Articles for interior furnishing, knitted or crocheted (excl. blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",Home textiles,Apparel & textile products,,
630491,"Articles for interior furnishing, knitted or crocheted (excl. blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, antimalarial bed nets, lampshades and articles of heading 9404)",6304XX,"Furnishing articles, knit/crochet, n.e.s.","Articles for interior furnishing, knitted or crocheted (excl. blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",Home textiles,Apparel & textile products,,
630492,"Articles for interior furnishing, of cotton (excl. knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",630492,"Furnishing articles, of cotton","Articles for interior furnishing, of cotton (excl. knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",Home textiles,Apparel & textile products,,
630493,"Articles for interior furnishing, of synthetic fibres (excl. knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",630493,"Furnishing articles, of synthetic fibres","Articles for interior furnishing, of synthetic fibres (excl. knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",Home textiles,Apparel & textile products,,
630499,"Articles for interior furnishing, of textile materials (excl. of cotton or synthetic fibres, knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",630499,"Furnishing articles, n.e.s.","Articles for interior furnishing, of textile materials (excl. of cotton or synthetic fibres, knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",Home textiles,Apparel & textile products,,
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",630510,Sacks & bags of jute & bast fibres for packing,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",Textile products n.e.s.,Apparel & textile products,,
630520,"Sacks and bags, for the packing of goods, of cotton",630520,Sacks & bags of cotton for packing,"Sacks and bags, for the packing of goods, of cotton",Textile products n.e.s.,Apparel & textile products,,
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile materials",630532,"Flexible intermediate bulk containers for packing, of man-made textile materials","Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile materials",Textile products n.e.s.,Apparel & textile products,,
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like (excl. flexible intermediate bulk containers)",630533,Sacks & bags of polyethylene/polypropylene for packing,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like (excl. flexible intermediate bulk containers)",Textile products n.e.s.,Apparel & textile products,,
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excl. of polyethylene or polypropylene strip or the like, and flexible intermediate bulk containers)",630539,"Sacks & bags of man-made textiles for packing, n.e.s.","Sacks and bags, for the packing of goods, of man-made textile materials (excl. of polyethylene or polypropylene strip or the like, and flexible intermediate bulk containers)",Textile products n.e.s.,Apparel & textile products,,
630590,"Sacks and bags, for the packing of goods, of textile materials (excl. man-made, cotton, jute or other textile bast fibres of heading 5303)",630590,"Sacks & bags for packing, n.e.s.","Sacks and bags, for the packing of goods, of textile materials (excl. man-made, cotton, jute or other textile bast fibres of heading 5303)",Textile products n.e.s.,Apparel & textile products,,
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excl. flat covers of light fabrics made up as tarpaulins)",630612,"Tarpaulins, awnings & sunblinds of synthetic fibres","Tarpaulins, awnings and sunblinds of synthetic fibres (excl. flat covers of light fabrics made up as tarpaulins)",Textile products n.e.s.,Apparel & textile products,,
630619,"Tarpaulins, awnings and sunblinds of textile materials (excl. of synthetic fibres and flat covers of light fabrics made up as tarpaulins)",630619,"Tarpaulins, awnings & sunblinds, n.e.s.","Tarpaulins, awnings and sunblinds of textile materials (excl. of synthetic fibres and flat covers of light fabrics made up as tarpaulins)",Textile products n.e.s.,Apparel & textile products,,
630622,Tents of synthetic fibres (excl. umbrella and play tents),630622,Tents of synthetic fibres,Tents of synthetic fibres (excl. umbrella and play tents),Textile products n.e.s.,Apparel & textile products,,
630629,"Tents of textile materials (excl. of synthetic fibres, and umbrella and play tents)",630629,"Tents, n.e.s.","Tents of textile materials (excl. of synthetic fibres, and umbrella and play tents)",Textile products n.e.s.,Apparel & textile products,,
630630,"Sails for boats, sailboards or landcraft, of textile materials",630630,Sails for boats/landcraft,"Sails for boats, sailboards or landcraft, of textile materials",Textile products n.e.s.,Apparel & textile products,,
630640,Pneumatic mattresses of textile materials,630640,Pneumatic mattresses of textiles,Pneumatic mattresses of textile materials,Textile products n.e.s.,Apparel & textile products,,
630690,"Camping goods of textile materials (excl. tents, awnings and sunblinds, sails, pneumatic mattresses, rucksacks, knapsacks and similar receptacles, filled sleeping bags, mattresses and cushions)",630690,"Camping goods of textile, n.e.s.","Camping goods of textile materials (excl. tents, awnings and sunblinds, sails, pneumatic mattresses, rucksacks, knapsacks and similar receptacles, filled sleeping bags, mattresses and cushions)",Textile products n.e.s.,Apparel & textile products,,
630691,"Camping goods of cotton (excluding tents, awnings and sunblinds, sails, pneumatic mattresses, rucksacks, knapsacks and similar receptacles, filled sleeping bags, mattresses and cushions)",630690,"Camping goods of textile, n.e.s.","Camping goods of textile materials (excl. tents, awnings and sunblinds, sails, pneumatic mattresses, rucksacks, knapsacks and similar receptacles, filled sleeping bags, mattresses and cushions)",Textile products n.e.s.,Apparel & textile products,,
630699,"Camping goods of textile materials (excluding of cotton, tents, awnings and sunblinds, sails, pneumatic mattresses, rucksacks, knapsacks and similar receptacles, filled sleeping bags, mattresses and cushions)",630690,"Camping goods of textile, n.e.s.","Camping goods of textile materials (excl. tents, awnings and sunblinds, sails, pneumatic mattresses, rucksacks, knapsacks and similar receptacles, filled sleeping bags, mattresses and cushions)",Textile products n.e.s.,Apparel & textile products,,
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",630710,Textile cleaning cloths,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",Textile products n.e.s.,Apparel & textile products,,
630720,"Life jackets and life belts, of all types of textile materials",630720,Life jackets & life belts,"Life jackets and life belts, of all types of textile materials",Textile products n.e.s.,Apparel & textile products,,
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",630790,"Made-up article of textiles, n.e.s.","Made-up articles of textile materials, incl. dress patterns, n.e.s.",Textile products n.e.s.,Apparel & textile products,,
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or serviettes, or similar textile articles, put up in packings for retail sale (excl. sets for making up into articles of clothing)",630800,"Fabric & yarn sets for rugs, for retail","Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or serviettes, or similar textile articles, put up in packings for retail sale (excl. sets for making up into articles of clothing)",Textile fabric n.e.s.,Textile (fabric),,
630900,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles for interior furnishing, of all types of textile materials, incl. all types of footwear and headgear, showing signs of appreciable wear and presented in bulk or in bales, sacks or similar packings (excl. carpets, other floor coverings and tapestries)",630900,Used textiles & textile articles,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles for interior furnishing, of all types of textile materials, incl. all types of footwear and headgear, showing signs of appreciable wear and presented in bulk or in bales, sacks or similar packings (excl. carpets, other floor coverings and tapestries)","Waste, n.e.s.","Sectors, n.e.s.",,
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials, sorted",631010,"Rags, cordage & cables, sorted","Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials, sorted","Waste, n.e.s.","Sectors, n.e.s.",,
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials (excl. sorted)",631090,"Rags, cordage & cables, not sorted","Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials (excl. sorted)","Waste, n.e.s.","Sectors, n.e.s.",,
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. skating boots with ice or roller skates attached, shin-guards and similar protective sportswear)",640110,"Waterproof footwear, rubber/plastic soles & uppers, with metal toecap","Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. skating boots with ice or roller skates attached, shin-guards and similar protective sportswear)",Footwear,"Skins, leather, products thereof and footwear",,
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. incorporating a protective metal toecap, orthopaedic footwear, sports and toy footwear)",640192,"Waterproof footwear, rubber/plastic soles & uppers, ankle-high","Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. incorporating a protective metal toecap, orthopaedic footwear, sports and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. covering the ankle but not the knee, footwear incorporating a protective metal toecap, orthopaedic footwear, skating boots with ice or roller skates attached and sports and toy footwear)",640199,"Waterproof footwear, rubber/plastic soles & uppers, n.e.s.","Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. covering the ankle but not the knee, footwear incorporating a protective metal toecap, orthopaedic footwear, skating boots with ice or roller skates attached and sports and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401)",640212,"Ski/snowboard footwear, rubber/plastic soles & uppers","Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401)",Footwear,"Skins, leather, products thereof and footwear",,
640219,"Sports footwear with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)",640219,"Sports footwear, rubber/plastic soles & uppers","Sports footwear with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)",Footwear,"Skins, leather, products thereof and footwear",,
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled to the sole by means of plugs (excl. toy footwear)",640220,"Footwear, rubber/plastic soles & uppers, with upper straps","Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled to the sole by means of plugs (excl. toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)",640291,"Footwear, rubber/plastic soles & uppers, ankle-high","Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640299,"Footwear with outer soles and uppers of rubber or plastics (excl. covering the ankle or with upper straps or thongs assembled to the sole by means of plugs, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)",640299,"Footwear, rubber/plastic soles & uppers, n.e.s.","Footwear with outer soles and uppers of rubber or plastics (excl. covering the ankle or with upper straps or thongs assembled to the sole by means of plugs, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, leather or composition leather and uppers of leather",640312,"Ski/snowboard footwear, leather uppers","Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, leather or composition leather and uppers of leather",Footwear,"Skins, leather, products thereof and footwear",,
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)",640319,"Sports footwear, leather uppers","Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)",Footwear,"Skins, leather, products thereof and footwear",,
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe",640320,"Footwear, leather soles & uppers, with upper straps","Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe",Footwear,"Skins, leather, products thereof and footwear",,
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. sports footwear and orthopaedic footwear)",640340,"Footwear, rubber/plastic/leather soles & leather uppers, with metal toecap","Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. sports footwear and orthopaedic footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",640351,"Footwear, leather soles & uppers, ankle-high","Footwear with outer soles and uppers of leather, covering the ankle (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640359,"Footwear with outer soles and uppers of leather (excl. covering the ankle, incorporating a protective metal toecap, with uppers which consist of leather straps across the instep and around the big toe, sports footwear, orthopaedic footwear and toy footwear)",640359,"Footwear, leather soles & uppers, n.e.s.","Footwear with outer soles and uppers of leather (excl. covering the ankle, incorporating a protective metal toecap, with uppers which consist of leather straps across the instep and around the big toe, sports footwear, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",640391,"Footwear, rubber/plastics/composition leather soles & leather uppers, ankle-high","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather (excl. covering the ankle, incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",640399,"Footwear, rubber/plastics/composition leather soles & leather uppers, n.e.s.","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather (excl. covering the ankle, incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials",640411,"Sports footwear, rubber/plastic soles & textile uppers","Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials",Footwear,"Skins, leather, products thereof and footwear",,
640419,"Footwear with outer soles of rubber or plastics and uppers of textile materials (excl. sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, and toy footwear)",640419,"Footwear, rubber/plastic soles & textile uppers, n.e.s.","Footwear with outer soles of rubber or plastics and uppers of textile materials (excl. sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640420,Footwear with outer soles of leather or composition leather and uppers of textile materials (excl. toy footwear),640420,"Footwear, leather soles & textile uppers, n.e.s.",Footwear with outer soles of leather or composition leather and uppers of textile materials (excl. toy footwear),Footwear,"Skins, leather, products thereof and footwear",,
640510,"Footwear with uppers of leather or composition leather (excl. with outer soles of rubber, plastics, leather or composition leather and uppers of leather, orthopaedic footwear and toy footwear)",640510,"Footwear, leather uppers, n.e.s.","Footwear with uppers of leather or composition leather (excl. with outer soles of rubber, plastics, leather or composition leather and uppers of leather, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640520,"Footwear with uppers of textile materials (excl. with outer soles of rubber, plastics, leather or composition leather, orthopaedic footwear and toy footwear)",640520,"Footwear, textile uppers, n.e.s.","Footwear with uppers of textile materials (excl. with outer soles of rubber, plastics, leather or composition leather, orthopaedic footwear and toy footwear)",Footwear,"Skins, leather, products thereof and footwear",,
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather or textile materials; footwear with outer soles of leather or composition leather, with uppers other than leather or textile materials; footwear with outer soles of wood, cork, paperboard, furskin, felt, straw, loofah, etc., with uppers other than leather, composition leather or textile materials, n.e.s.",640590,"Footwear, n.e.s.","Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather or textile materials; footwear with outer soles of leather or composition leather, with uppers other than leather or textile materials; footwear with outer soles of wood, cork, paperboard, furskin, felt, straw, loofah, etc., with uppers other than leather, composition leather or textile materials, n.e.s.",Footwear,"Skins, leather, products thereof and footwear",,
640610,Uppers and parts thereof (excl. stiffeners and general parts made of asbestos),640610,Uppers & parts thereof,Uppers and parts thereof (excl. stiffeners and general parts made of asbestos),Footwear,"Skins, leather, products thereof and footwear",,
640620,"Outer soles and heels, of rubber or plastics",640620,"Outer soles & heels, of rubber/plastics","Outer soles and heels, of rubber or plastics",Footwear,"Skins, leather, products thereof and footwear",,
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof (excl. outer soles and heels of rubber or plastics, uppers and parts thereof other than stiffeners, and general parts made of asbestos)",640690,"Parts of footwear, n.e.s.","Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof (excl. outer soles and heels of rubber or plastics, uppers and parts thereof other than stiffeners, and general parts made of asbestos)",Footwear,"Skins, leather, products thereof and footwear",,
640691,"Parts of footwear, of wood",640690,"Parts of footwear, n.e.s.","Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof (excl. outer soles and heels of rubber or plastics, uppers and parts thereof other than stiffeners, and general parts made of asbestos)",Footwear,"Skins, leather, products thereof and footwear",,
640699,"Parts of footwear (excluding outer soles and heels of rubber or plastics, uppers and parts thereof, and general parts made of wood or asbestos)",640690,"Parts of footwear, n.e.s.","Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof (excl. outer soles and heels of rubber or plastics, uppers and parts thereof other than stiffeners, and general parts made of asbestos)",Footwear,"Skins, leather, products thereof and footwear",,
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons, incl. slit manchons, of felt",650100,"Hat-forms, of felt","Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons, incl. slit manchons, of felt",Apparel,Apparel & textile products,,
650200,"Hat-shapes, plaited or made by assembling strips of any material (excl. blocked to shape, with made brims, lined, or trimmed)",650200,"Hat-shapes, plaited","Hat-shapes, plaited or made by assembling strips of any material (excl. blocked to shape, with made brims, lined, or trimmed)",Apparel,Apparel & textile products,,
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)",650400,"Hats & other headgear, plaited","Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)",Apparel,Apparel & textile products,,
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)",650500,"Hats & other headgear, knitted/crocheted","Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)",Apparel,Apparel & textile products,,
650510,"Hairnets of any material, whether or not lined or trimmed",650500,"Hats & other headgear, knitted/crocheted","Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)",Apparel,Apparel & textile products,,
650590,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed (excluding hairnets, headgear for animals, and toy and fancy-dress headgear)",650500,"Hats & other headgear, knitted/crocheted","Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)",Apparel,Apparel & textile products,,
650610,"Safety headgear, whether or not lined or trimmed",650610,Safety headgear,"Safety headgear, whether or not lined or trimmed",Miscellanous manufactured products,Manufactured products n.e.s,,
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics (other than safety headgear and headgear having the character of toys or festive articles)",650691,Bathing caps,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics (other than safety headgear and headgear having the character of toys or festive articles)",Miscellanous manufactured products,Manufactured products n.e.s,,
650699,"Headgear, whether or not lined or trimmed, n.e.s.",650699,"Headgear, n.e.s.","Headgear, whether or not lined or trimmed, n.e.s.",Apparel,Apparel & textile products,,
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear (excl. headbands used by sportsmen as sweatbands, knitted or crocheted)",650700,Headbands for headgear,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear (excl. headbands used by sportsmen as sweatbands, knitted or crocheted)",Apparel,Apparel & textile products,,
660110,Garden or similar umbrellas (excl. beach tents),660110,Garden umbrellas,Garden or similar umbrellas (excl. beach tents),Miscellanous manufactured products,Manufactured products n.e.s,,
660191,Umbrellas having a telescopic shaft (excl. toy umbrellas),660191,Umbrellas with telescopic shaft,Umbrellas having a telescopic shaft (excl. toy umbrellas),Miscellanous manufactured products,Manufactured products n.e.s,,
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excl. umbrellas having a telescopic shaft, garden umbrellas and the like, and toy umbrellas)",660199,Umbrellas,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excl. umbrellas having a telescopic shaft, garden umbrellas and the like, and toy umbrellas)",Miscellanous manufactured products,Manufactured products n.e.s,,
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excl. measure walking sticks, crutches, firearm-sticks and sports sticks)",660200,Walking sticks,"Walking sticks, seat-sticks, whips, riding-crops and the like (excl. measure walking sticks, crutches, firearm-sticks and sports sticks)",Miscellanous manufactured products,Manufactured products n.e.s,,
660320,"Umbrella frames, incl. frames mounted on shafts ""sticks"", for umbrellas and sun umbrellas of heading 6601",660320,Umbrella frames,"Umbrella frames, incl. frames mounted on shafts ""sticks"", for umbrellas and sun umbrellas of heading 6601",Miscellanous manufactured products,Manufactured products n.e.s,,
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking sticks, seat-sticks, whips, riding-crops and the like of heading 6602 (excl. umbrella frames, incl. frames mounted on shafts ""sticks"")",660390,Umbrella parts,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking sticks, seat-sticks, whips, riding-crops and the like of heading 6602 (excl. umbrella frames, incl. frames mounted on shafts ""sticks"")",Miscellanous manufactured products,Manufactured products n.e.s,,
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (excl. goods of heading 0505, worked quills and scapes, footwear and headgear, articles of bedding and similar furnishing of heading 9404, toys, games and sports requisites, and collectors' pieces)",670100,"Birds' skins, feathers & articles thereof","Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (excl. goods of heading 0505, worked quills and scapes, footwear and headgear, articles of bedding and similar furnishing of heading 9404, toys, games and sports requisites, and collectors' pieces)",Miscellanous manufactured products,Manufactured products n.e.s,,
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, foliage or fruit, by binding, glueing, fitting into one another or similar methods, of plastics",670210,"Artificial flowers, of plastics","Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, foliage or fruit, by binding, glueing, fitting into one another or similar methods, of plastics",Miscellanous manufactured products,Manufactured products n.e.s,,
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, foliage or fruit, by binding, glueing, fitting into one another or similar methods (excl. of plastics)",670290,"Artificial flowers, n.e.s.","Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, foliage or fruit, by binding, glueing, fitting into one another or similar methods (excl. of plastics)",Miscellanous manufactured products,Manufactured products n.e.s,,
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other textile materials, prepared for use in making wigs or the like (excl. natural plaits of human hair, whether or not washed and degreased, but not otherwise processed)",670300,"Human/animal hair, for use in wigs","Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other textile materials, prepared for use in making wigs or the like (excl. natural plaits of human hair, whether or not washed and degreased, but not otherwise processed)",Miscellanous manufactured products,Manufactured products n.e.s,,
670411,Complete wigs of synthetic textile materials,670411,Wigs of synthetics textiles,Complete wigs of synthetic textile materials,Miscellanous manufactured products,Manufactured products n.e.s,,
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials (excl. complete wigs)",670419,"False beards, eyebrows & -lashes, of synthetics","False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials (excl. complete wigs)",Miscellanous manufactured products,Manufactured products n.e.s,,
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles of human hair, n.e.s.",670420,"Wigs, false beards, eyebrows & -lashes, of human hair","Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles of human hair, n.e.s.",Miscellanous manufactured products,Manufactured products n.e.s,,
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile materials (excl. synthetic textile materials)",670490,"Wigs, false beards, eyebrows & -lashes, n.e.s.","Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile materials (excl. synthetic textile materials)",Miscellanous manufactured products,Manufactured products n.e.s,,
