# geodist_l1 — capital-to-capital great-circle distance (haversine, km).
# sources: mledoze/countries@c8015eebdd94c533358406b0d709f441389e1f2e (countries.json: cca3, capital, latlng); lutangar/cities.json@e66576247c5d26b1fc65d96a499acff3c3fef827 (cities.json, GeoNames-derived, CC BY 4.0: capital coordinates).
# basis: capital = both endpoints matched a capital city; centroid = at least one endpoint fell back to the country centroid.
# built by tools/build_geodist.py; threshold for «قريبة جغرافياً» lives in the template rules, not here.
iso3_a,iso3_b,distcap_km,basis
ATF,DMA,14247.5,capital
ATF,DNK,12839.7,capital
ATF,DOM,15078.1,capital
ATF,DZA,11623.1,capital
ATF,ECU,13747.2,capital
ATF,EGY,9636.0,capital
ATF,ERI,7823.1,capital
ATF,ESH,11582.1,centroid
ATF,ESP,12316.5,capital
ATF,EST,12775.8,capital
ATF,ETH,7177.6,capital
ATF,FIN,12840.6,capital
ATF,FJI,9735.1,capital
ATF,FLK,7754.5,capital
ATF,FRA,12697.9,capital
ATF,FRO,14116.2,capital
ATF,FSM,10442.7,capital
ATF,GAB,7979.7,capital
ATF,GBR,13034.6,capital
ATF,GEO,10422.8,capital
ATF,GGY,12991.7,centroid
ATF,GHA,9087.7,capital
ATF,GIB,12058.7,capital
ATF,GIN,10373.5,capital
ATF,GLP,14331.0,capital
ATF,GMB,10909.6,capital
ATF,GNB,10706.4,capital
ATF,GNQ,8324.6,capital
ATF,GRC,10731.8,capital
ATF,GRD,13984.7,centroid
ATF,GRL,16280.5,capital
ATF,GTM,15776.7,capital
ATF,GUF,12730.8,capital
ATF,GUM,10057.3,capital
ATF,GUY,13280.8,capital
ATF,HKG,9071.4,centroid
ATF,HMD,446.6,centroid
ATF,HND,15587.3,capital
ATF,HRV,11807.1,capital
ATF,HTI,15236.6,capital
ATF,HUN,11838.5,capital
ATF,IDN,5892.8,capital
ATF,IMN,13449.1,capital
ATF,IND,8697.6,capital
ATF,IOT,4821.7,centroid
ATF,IRL,13473.2,capital
ATF,IRN,9636.7,capital
ATF,IRQ,9542.6,capital
ATF,ISL,14887.0,capital
ATF,ISR,9662.0,capital
ATF,ITA,11601.1,capital
ATF,JAM,15450.2,capital
ATF,JEY,12945.3,capital
ATF,JOR,9655.7,capital
ATF,JPN,11664.0,capital
ATF,KAZ,11179.0,capital
ATF,KEN,6215.3,capital
ATF,KGZ,10263.2,capital
ATF,KHM,7574.6,capital
ATF,KIR,11049.5,centroid
ATF,KNA,14509.8,capital
ATF,KOR,11157.4,capital
ATF,KWT,9026.3,capital
ATF,LAO,8137.7,capital
ATF,LBN,9871.2,capital
ATF,LBR,9893.8,capital
ATF,LBY,10737.2,capital
ATF,LCA,14107.8,capital
ATF,LIE,12212.9,capital
ATF,LKA,6328.1,capital
ATF,LSO,4218.4,capital
ATF,LTU,12303.2,capital
ATF,LUX,12583.4,capital
ATF,LVA,12557.1,capital
ATF,MAC,9031.6,centroid
ATF,MAF,14600.5,capital
ATF,MAR,11971.5,capital
ATF,MCO,12011.4,capital
ATF,MDA,11430.8,capital
ATF,MDG,3942.8,capital
ATF,MDV,5960.1,capital
ATF,MEX,16555.2,capital
ATF,MHL,11412.7,capital
ATF,MKD,11216.7,capital
ATF,MLI,10234.1,capital
ATF,MLT,10950.9,capital
ATF,MMR,8396.5,centroid
ATF,MNE,11350.0,capital
ATF,MNG,11373.2,capital
ATF,MNP,10275.6,capital
ATF,MOZ,4142.1,capital
ATF,MRT,11254.4,capital
ATF,MSR,14424.6,capital
ATF,MTQ,14165.6,capital
ATF,MUS,3436.5,capital
ATF,MWI,5140.6,capital
ATF,MYS,6573.9,capital
ATF,MYT,4665.1,capital
ATF,NAM,5482.9,capital
ATF,NCL,8580.3,capital
ATF,NER,9632.3,capital
ATF,NFK,8121.8,capital
ATF,NGA,8884.4,capital
ATF,NIC,15347.3,capital
ATF,NIU,10383.1,capital
ATF,NLD,12874.0,capital
ATF,NOR,13274.3,capital
ATF,NPL,8697.6,capital
ATF,NRU,10446.0,capital
ATF,NZL,7540.8,capital
ATF,OMN,8193.9,capital
ATF,PAK,9241.3,capital
ATF,PAN,14722.8,capital
ATF,PCN,11498.8,capital
ATF,PER,12473.9,capital
ATF,PHL,8676.2,capital
ATF,PLW,8854.6,capital
ATF,PNG,8264.3,capital
ATF,POL,12211.3,capital
ATF,PRI,14834.6,capital
ATF,PRK,11234.8,capital
ATF,PRT,12496.9,capital
ATF,PRY,10246.4,capital
ATF,PSE,9675.8,capital
ATF,PYF,11609.1,capital
ATF,QAT,8503.3,capital
ATF,REU,3424.5,capital
ATF,ROU,11271.9,capital
ATF,RUS,12071.3,capital
ATF,RWA,6498.2,capital
ATF,SAU,8555.6,capital
ATF,SDN,8111.4,capital
ATF,SEN,11074.9,capital
ATF,SGP,6484.7,capital
ATF,SGS,6629.9,centroid
ATF,SHN,7658.7,capital
ATF,SJM,14648.0,capital
ATF,SLB,9193.9,capital
ATF,SLE,10253.1,capital
ATF,SLV,15627.1,capital
ATF,SMR,11776.7,centroid
ATF,SOM,6192.5,capital
ATF,SPM,16105.9,capital
ATF,SRB,11525.5,capital
ATF,SSD,7084.6,capital
ATF,STP,8157.6,capital
ATF,SUR,13001.4,capital
ATF,SVK,11977.0,capital
ATF,SVN,11892.3,capital
ATF,SWE,12971.8,capital
ATF,SWZ,4192.1,capital
ATF,SXM,14594.4,capital
ATF,SYC,5164.9,capital
ATF,SYR,9804.8,capital
ATF,TCA,15421.6,capital
ATF,TCD,8694.6,capital
ATF,TGO,9040.9,capital
ATF,THA,7620.0,capital
ATF,TJK,9773.4,capital
ATF,TKL,11168.4,centroid
ATF,TKM,9776.9,capital
ATF,TLS,6824.2,capital
ATF,TON,9989.0,centroid
ATF,TTO,13845.5,capital
ATF,TUN,11253.7,capital
ATF,TUR,10580.3,capital
ATF,TUV,10626.6,capital
ATF,TWN,9703.8,capital
ATF,TZA,5783.7,capital
ATF,UGA,6585.4,capital
ATF,UKR,11722.2,capital
ATF,UMI,12079.0,centroid
ATF,UNK,11292.7,capital
ATF,URY,9260.3,capital
ATF,USA,18392.1,centroid
ATF,UZB,10076.3,capital
ATF,VAT,11604.8,capital
ATF,VCT,14048.3,capital
ATF,VEN,14165.9,capital
ATF,VGB,14733.6,capital
ATF,VIR,14746.7,capital
ATF,VNM,8580.6,capital
ATF,VUT,9143.6,centroid
ATF,WLF,10515.2,capital
ATF,WSM,10746.3,capital
ATF,YEM,7481.7,centroid
ATF,ZAF,4454.2,capital
ATF,ZMB,5340.4,capital
ATF,ZWE,4949.5,capital
ATG,AUS,16347.4,centroid
ATG,AUT,7734.9,centroid
ATG,AZE,10513.0,centroid
ATG,BDI,10302.3,centroid
ATG,BEL,6879.8,centroid
ATG,BEN,7079.6,centroid
ATG,BES,883.6,centroid
ATG,BFA,6479.0,centroid
ATG,BGD,14570.0,centroid
ATG,BGR,8341.4,centroid
ATG,BHR,11271.1,centroid
ATG,BHS,1840.2,centroid
ATG,BIH,7925.6,centroid
ATG,BLM,145.8,centroid
ATG,BLR,8442.8,centroid
ATG,BLZ,2862.7,centroid
ATG,BMU,1721.5,centroid
ATG,BOL,4030.1,centroid
ATG,BRA,3954.6,centroid
ATG,BRB,496.9,centroid
ATG,BRN,17549.3,centroid
ATG,BTN,14186.1,centroid
ATG,BVT,10041.0,centroid
ATG,BWA,10566.2,centroid
ATG,CAF,8841.4,centroid
ATG,CAN,3407.8,centroid
ATG,CCK,17653.0,centroid
ATG,CHE,7065.7,centroid
ATG,CHL,5694.1,centroid
ATG,CHN,13678.9,centroid
ATG,CIV,6232.7,centroid
ATG,CMR,8109.0,centroid
ATG,COD,8786.5,centroid
ATG,COG,8781.2,centroid
ATG,COK,11484.4,centroid
ATG,COL,1924.7,centroid
ATG,COM,11966.4,centroid
ATG,CPV,4093.1,centroid
ATG,CRI,2605.1,centroid
ATG,CUB,2250.7,centroid
ATG,CUW,938.8,centroid
ATG,CXR,18475.8,centroid
ATG,CYM,2081.8,centroid
ATG,CYP,9377.7,centroid
ATG,CZE,7586.0,centroid
ATG,DEU,7516.0,centroid
ATG,DJI,11177.6,centroid
ATG,DMA,199.3,centroid
ATG,DNK,7472.9,centroid
ATG,DOM,871.3,centroid
ATG,DZA,6667.7,centroid
ATG,ECU,2654.9,centroid
ATG,EGY,9351.1,centroid
ATG,ERI,10608.1,centroid
ATG,ESH,5115.2,centroid
ATG,ESP,6106.4,centroid
ATG,EST,8188.2,centroid
ATG,ETH,10817.8,centroid
ATG,FIN,8189.9,centroid
ATG,FJI,13660.3,centroid
ATG,FLK,7653.6,centroid
ATG,FRA,6707.8,centroid
ATG,FRO,6552.7,centroid
ATG,FSM,14877.5,centroid
ATG,GAB,8004.4,centroid
ATG,GBR,6584.3,centroid
ATG,GEO,10067.1,centroid
ATG,GGY,6367.0,centroid
ATG,GHA,6811.1,centroid
ATG,GIB,5910.6,centroid
ATG,GIN,5261.2,centroid
ATG,GLP,117.3,centroid
ATG,GMB,4857.6,centroid
ATG,GNB,4997.2,centroid
ATG,GNQ,7821.9,centroid
ATG,GRC,8468.6,centroid
ATG,GRD,548.7,centroid
ATG,GRL,5296.6,centroid
ATG,GTM,3080.4,centroid
ATG,GUF,1696.1,centroid
ATG,GUM,15540.8,centroid
ATG,GUY,1206.1,centroid
ATG,HKG,15621.5,centroid
ATG,HMD,14395.0,centroid
ATG,HND,2739.4,centroid
ATG,HRV,7720.5,centroid
ATG,HTI,1127.9,centroid
ATG,HUN,7939.1,centroid
ATG,IDN,18290.1,centroid
ATG,IMN,6373.2,centroid
ATG,IND,13292.5,centroid
ATG,IOT,14795.3,centroid
ATG,IRL,6235.0,centroid
ATG,IRN,10870.7,centroid
ATG,IRQ,10400.8,centroid
ATG,ISL,6036.0,centroid
ATG,ISR,9656.4,centroid
ATG,ITA,7467.4,centroid
ATG,JAM,1592.9,centroid
ATG,JEY,6394.3,centroid
ATG,JOR,9715.2,centroid
ATG,JPN,13728.9,centroid
ATG,KAZ,11174.7,centroid
ATG,KEN,10965.3,centroid
ATG,KGZ,12001.3,centroid
ATG,KHM,16514.6,centroid
ATG,KIR,13669.7,centroid
ATG,KNA,102.0,centroid
ATG,KOR,13873.0,centroid
ATG,KWT,10890.2,centroid
ATG,LAO,15763.6,centroid
ATG,LBN,9608.2,centroid
ATG,LBR,5664.0,centroid
ATG,LBY,7612.3,centroid
ATG,LCA,350.1,centroid
ATG,LIE,7223.6,centroid
ATG,LKA,15027.2,centroid
ATG,LSO,10858.3,centroid
ATG,LTU,8282.8,centroid
ATG,LUX,6990.4,centroid
ATG,LVA,8179.7,centroid
ATG,MAC,15625.1,centroid
ATG,MAF,177.0,centroid
ATG,MAR,5755.7,centroid
ATG,MCO,7049.7,centroid
ATG,MDA,8679.4,centroid
ATG,MDG,12591.2,centroid
ATG,MDV,14570.4,centroid
ATG,MEX,3943.5,centroid
ATG,MHL,13584.4,centroid
ATG,MKD,8200.0,centroid
ATG,MLI,5789.8,centroid
ATG,MLT,7694.4,centroid
ATG,MMR,15147.6,centroid
ATG,MNE,8016.4,centroid
ATG,MNG,12704.8,centroid
ATG,MNP,15324.2,centroid
ATG,MOZ,11251.8,centroid
ATG,MRT,4846.3,centroid
ATG,MSR,58.3,centroid
ATG,MTQ,282.9,centroid
ATG,MUS,13643.7,centroid
ATG,MWI,11038.4,centroid
ATG,MYS,17129.5,centroid
ATG,MYT,12203.6,centroid
ATG,NAM,9639.5,centroid
ATG,NCL,14949.9,centroid
ATG,NER,6837.2,centroid
ATG,NFK,14790.7,centroid
ATG,NGA,7524.4,centroid
ATG,NIC,2685.1,centroid
ATG,NIU,12468.6,centroid
ATG,NLD,6939.3,centroid
ATG,NOR,7403.4,centroid
ATG,NPL,13907.1,centroid
ATG,NRU,14378.2,centroid
ATG,NZL,14021.6,centroid
ATG,OMN,12106.6,centroid
ATG,PAK,12615.2,centroid
ATG,PAN,2116.4,centroid
ATG,PCN,8750.9,centroid
ATG,PER,3642.1,centroid
ATG,PHL,16482.1,centroid
ATG,PLW,16742.1,centroid
ATG,PNG,16774.9,centroid
ATG,POL,8032.6,centroid
ATG,PRI,482.4,centroid
ATG,PRK,13729.5,centroid
ATG,PRT,5616.6,centroid
ATG,PRY,4729.0,centroid
ATG,PSE,9650.8,centroid
ATG,PYF,10344.3,centroid
ATG,QAT,11401.9,centroid
ATG,REU,13443.3,centroid
ATG,ROU,8527.6,centroid
ATG,RUS,9020.4,centroid
ATG,RWA,10268.6,centroid
ATG,SAU,10989.3,centroid
ATG,SDN,9950.0,centroid
ATG,SEN,4741.6,centroid
ATG,SGP,17439.4,centroid
ATG,SGS,8297.0,centroid
ATG,SHN,7157.6,centroid
ATG,SJM,7868.7,centroid
ATG,SLB,15426.7,centroid
ATG,SLE,5338.2,centroid
ATG,SLV,2957.6,centroid
ATG,SMR,7450.9,centroid
ATG,SOM,11757.4,centroid
ATG,SPM,3346.0,centroid
ATG,SRB,8080.3,centroid
ATG,SSD,10207.7,centroid
ATG,STP,7718.2,centroid
ATG,SUR,1437.7,centroid
ATG,SVK,7789.7,centroid
ATG,SVN,7605.3,centroid
ATG,SWE,7811.0,centroid
ATG,SWZ,11131.3,centroid
ATG,SXM,171.0,centroid
ATG,SYC,13053.0,centroid
ATG,SYR,9690.9,centroid
ATG,TCA,1096.1,centroid
ATG,TCD,8237.6,centroid
ATG,TGO,6944.0,centroid
ATG,THA,16077.1,centroid
ATG,TJK,11974.1,centroid
ATG,TKL,12435.4,centroid
ATG,TKM,11282.1,centroid
ATG,TLS,18778.4,centroid
ATG,TON,13011.3,centroid
ATG,TTO,710.4,centroid
ATG,TUN,7297.5,centroid
ATG,TUR,9185.6,centroid
ATG,TUV,13357.6,centroid
ATG,TWN,15319.6,centroid
ATG,TZA,11007.0,centroid
ATG,UGA,10463.0,centroid
ATG,UKR,8715.5,centroid
ATG,UMI,13356.4,centroid
ATG,UNK,8167.6,centroid
ATG,URY,5807.3,centroid
ATG,USA,4140.6,centroid
ATG,UZB,11803.9,centroid
ATG,VAT,7462.6,centroid
ATG,VCT,437.4,centroid
ATG,VEN,912.6,centroid
ATG,VGB,335.7,centroid
ATG,VIR,361.4,centroid
ATG,VNM,15572.1,centroid
ATG,VUT,14825.3,centroid
ATG,WLF,12991.1,centroid
ATG,WSM,12539.9,centroid
ATG,YEM,11531.5,centroid
ATG,ZAF,10820.0,centroid
ATG,ZMB,10513.3,centroid
ATG,ZWE,10870.7,centroid
AUS,AUT,15915.0,capital
AUS,AZE,13153.8,capital
AUS,BDI,12374.6,capital
AUS,BEL,16717.0,capital
AUS,BEN,15332.9,capital
AUS,BES,15464.5,capital
AUS,BFA,16119.3,capital
AUS,BGD,9011.0,capital
AUS,BGR,15340.4,capital
AUS,BHR,12381.4,capital
AUS,BHS,15448.6,capital
AUS,BIH,15754.5,capital
AUS,BLM,16319.5,capital
AUS,BLR,15114.4,capital
AUS,BLZ,13994.0,capital
AUS,BMU,16878.9,capital
AUS,BOL,12970.0,capital
AUS,BRA,14058.9,capital
AUS,BRB,16223.0,capital
AUS,BRN,5718.1,capital
AUS,BTN,9360.8,capital
AUS,BVT,9513.3,centroid
AUS,BWA,11066.8,capital
AUS,CAF,13897.4,capital
AUS,CAN,16108.3,capital
AUS,CCK,5831.2,capital
AUS,CHE,16594.5,capital
AUS,CHL,11322.7,capital
AUS,CHN,9008.5,capital
AUS,CIV,15911.0,capital
AUS,CMR,14436.3,capital
AUS,COD,13491.2,capital
AUS,COG,13498.4,capital
AUS,COK,5183.5,capital
AUS,COL,14427.7,capital
AUS,COM,10655.1,capital
AUS,CPV,17635.9,capital
AUS,CRI,13932.4,capital
AUS,CUB,14895.3,capital
AUS,CUW,15411.4,capital
AUS,CXR,5179.5,capital
AUS,CYM,14779.0,capital
AUS,CYP,14291.5,capital
AUS,CZE,16039.1,capital
AUS,DEU,16066.1,capital
AUS,DJI,12192.2,capital
AUS,DMA,16253.9,capital
AUS,DNK,16036.5,capital
AUS,DOM,15753.9,capital
AUS,DZA,16972.2,capital
AUS,ECU,13699.2,capital
AUS,EGY,14265.8,capital
AUS,ERI,12801.1,capital
AUS,ESH,17921.6,centroid
AUS,ESP,17572.7,capital
AUS,EST,15237.2,capital
AUS,ETH,12431.7,capital
AUS,FIN,15214.4,capital
AUS,FJI,3457.4,capital
AUS,FLK,9992.5,capital
AUS,FRA,16920.0,capital
AUS,FRO,16600.4,capital
AUS,FSM,4787.9,capital
AUS,GAB,14319.2,capital
AUS,GBR,16981.4,capital
AUS,GEO,13601.7,capital
AUS,GGY,17233.0,centroid
AUS,GHA,15456.1,capital
AUS,GIB,17715.7,capital
AUS,GIN,16663.1,capital
AUS,GLP,16277.4,capital
AUS,GMB,17196.3,capital
AUS,GNB,16990.3,capital
AUS,GNQ,14642.2,capital
AUS,GRC,15204.3,capital
AUS,GRD,15988.5,centroid
AUS,GRL,16506.9,capital
AUS,GTM,13681.0,capital
AUS,GUF,15986.0,capital
AUS,GUM,5441.4,capital
AUS,GUY,15798.0,capital
AUS,HKG,7383.0,centroid
AUS,HMD,6101.5,centroid
AUS,HND,13945.2,capital
AUS,HRV,15950.7,capital
AUS,HTI,15543.4,capital
AUS,HUN,15717.7,capital
AUS,IDN,5390.5,capital
AUS,IMN,17090.3,capital
AUS,IND,10353.2,capital
AUS,IOT,8500.7,centroid
AUS,IRL,17237.5,capital
AUS,IRN,12810.7,capital
AUS,IRQ,13276.2,capital
AUS,ISL,16749.8,capital
AUS,ISR,13991.9,capital
AUS,ITA,16215.0,capital
AUS,JAM,15115.2,capital
AUS,JEY,17213.4,capital
AUS,JOR,13936.7,capital
AUS,JPN,7952.2,capital
AUS,KAZ,12223.6,capital
AUS,KEN,11928.0,capital
AUS,KGZ,11508.9,capital
AUS,KHM,6980.5,capital
AUS,KIR,4775.7,centroid
AUS,KNA,16288.5,capital
AUS,KOR,8416.6,capital
AUS,KWT,12775.2,capital
AUS,LAO,7688.2,capital
AUS,LBN,14057.0,capital
AUS,LBR,16194.0,capital
AUS,LBY,15982.1,capital
AUS,LCA,16185.6,capital
AUS,LIE,16435.8,capital
AUS,LKA,8614.2,capital
AUS,LSO,10585.5,capital
AUS,LTU,15260.0,capital
AUS,LUX,16632.9,capital
AUS,LVA,15311.8,capital
AUS,MAC,7407.2,centroid
AUS,MAF,16311.7,capital
AUS,MAR,17816.9,capital
AUS,MCO,16631.3,capital
AUS,MDA,14975.1,capital
AUS,MDG,9803.3,capital
AUS,MDV,8982.8,capital
AUS,MEX,13177.8,capital
AUS,MHL,5257.1,capital
AUS,MKD,15482.7,capital
AUS,MLI,16602.5,capital
AUS,MLT,15948.4,capital
AUS,MMR,8341.0,centroid
AUS,MNE,15666.2,capital
AUS,MNG,10157.7,capital
AUS,MNP,5626.1,capital
AUS,MOZ,10486.3,capital
AUS,MRT,17603.7,capital
AUS,MSR,16289.2,capital
AUS,MTQ,16226.5,capital
AUS,MUS,8871.9,capital
AUS,MWI,11288.0,capital
AUS,MYS,6526.4,capital
AUS,MYT,10411.9,capital
AUS,NAM,11837.2,capital
AUS,NCL,2216.7,capital
AUS,NER,15923.5,capital
AUS,NFK,1899.7,capital
AUS,NGA,15156.0,capital
AUS,NIC,13909.1,capital
AUS,NIU,4395.4,capital
AUS,NLD,16626.8,capital
AUS,NOR,15976.6,capital
AUS,NPL,9685.7,capital
AUS,NRU,4279.5,capital
AUS,NZL,2326.2,capital
AUS,OMN,11555.0,capital
AUS,PAK,11014.5,capital
AUS,PAN,14292.4,capital
AUS,PCN,7638.7,capital
AUS,PER,12856.9,capital
AUS,PHL,6290.6,capital
AUS,PLW,4994.6,capital
AUS,PNG,2876.5,capital
AUS,POL,15559.1,capital
AUS,PRI,16081.7,capital
AUS,PRK,8605.6,capital
AUS,PRT,18053.5,capital
AUS,PRY,12714.5,capital
AUS,PSE,13998.6,capital
AUS,PYF,6314.2,capital
AUS,QAT,12246.9,capital
AUS,REU,9003.3,capital
AUS,ROU,15147.3,capital
AUS,RUS,14481.4,capital
AUS,RWA,12468.4,capital
AUS,SAU,12633.5,capital
AUS,SDN,13394.6,capital
AUS,SEN,17362.0,capital
AUS,SGP,6211.0,capital
AUS,SGS,10014.4,centroid
AUS,SHN,13733.4,capital
AUS,SJM,14772.5,capital
AUS,SLB,3077.0,capital
AUS,SLE,16537.2,capital
AUS,SLV,13742.8,capital
AUS,SMR,16230.2,centroid
AUS,SOM,11387.5,capital
AUS,SPM,17553.8,capital
AUS,SRB,15595.5,capital
AUS,SSD,12804.2,capital
AUS,STP,14516.6,capital
AUS,SUR,15906.4,capital
AUS,SVK,15860.9,capital
AUS,SVN,16064.4,capital
AUS,SWE,15609.9,capital
AUS,SWZ,10548.6,capital
AUS,SXM,16312.0,capital
AUS,SYC,10043.2,capital
AUS,SYR,13973.4,capital
AUS,TCA,15820.7,capital
AUS,TCD,14740.5,capital
AUS,TGO,15403.6,capital
AUS,THA,7477.6,capital
AUS,TJK,11635.9,capital
AUS,TKL,4904.2,centroid
AUS,TKM,12378.3,capital
AUS,TLS,3816.0,capital
AUS,TON,3891.9,centroid
AUS,TTO,15884.3,capital
AUS,TUN,16350.3,capital
AUS,TUR,14497.2,capital
AUS,TUV,4263.8,capital
AUS,TWN,7310.9,capital
AUS,TZA,11683.7,capital
AUS,UGA,12408.5,capital
AUS,UKR,14896.4,capital
AUS,UMI,6344.2,centroid
AUS,UNK,15514.6,capital
AUS,URY,11780.2,capital
AUS,USA,14235.2,centroid
AUS,UZB,11772.4,capital
AUS,VAT,16219.8,capital
AUS,VCT,16103.5,capital
AUS,VEN,15453.6,capital
AUS,VGB,16205.9,capital
AUS,VIR,16174.0,capital
AUS,VNM,7747.0,capital
AUS,VUT,2784.0,centroid
AUS,WLF,4247.3,capital
AUS,WSM,4573.8,capital
AUS,YEM,11960.0,centroid
AUS,ZAF,10819.7,capital
AUS,ZMB,11617.3,capital
AUS,ZWE,11218.2,capital
AUT,AZE,2780.8,capital
AUT,BDI,5890.8,capital
AUT,BEL,914.9,capital
AUT,BEN,4817.5,capital
AUT,BES,8608.8,capital
AUT,BFA,4316.8,capital
AUT,BGD,6907.4,capital
AUT,BGR,817.6,capital
AUT,BHR,3839.2,capital
AUT,BHS,8221.6,capital
AUT,BIH,508.4,capital
AUT,BLM,7745.1,capital
AUT,BLR,1004.4,capital
AUT,BLZ,9657.2,capital
AUT,BMU,6781.8,capital
AUT,BOL,10976.4,capital
AUT,BRA,9527.1,capital
AUT,BRB,7890.7,capital
AUT,BRN,10232.9,capital
AUT,BTN,6567.5,capital
AUT,BVT,11477.9,centroid
AUT,BWA,8157.7,capital
AUT,CAF,4880.0,capital
AUT,CAN,6567.7,capital
AUT,CCK,10319.4,capital
AUT,CHE,683.5,capital
AUT,CHL,12505.7,capital
AUT,CHN,7459.7,capital
AUT,CIV,5035.5,capital
AUT,CMR,4952.3,capital
AUT,COD,5842.7,capital
AUT,COG,5835.9,capital
AUT,COK,16993.1,capital
AUT,COL,9659.1,capital
AUT,COM,7169.8,capital
AUT,CPV,5189.4,capital
AUT,CRI,9936.7,capital
AUT,CUB,8727.1,capital
AUT,CUW,8656.8,capital
AUT,CXR,10818.5,capital
AUT,CYM,8974.3,capital
AUT,CYP,2013.4,capital
AUT,CZE,252.6,capital
AUT,DEU,523.8,capital
AUT,DJI,4769.4,capital
AUT,DMA,7844.5,capital
AUT,DNK,870.0,capital
AUT,DOM,8216.7,capital
AUT,DZA,1673.1,capital
AUT,ECU,10389.3,capital
AUT,EGY,2381.7,capital
AUT,ERI,4197.3,capital
AUT,ESH,3681.4,centroid
AUT,ESP,1809.4,capital
AUT,EST,1361.9,capital
AUT,ETH,4835.1,capital
AUT,FIN,1439.2,capital
AUT,FJI,16298.1,capital
AUT,FLK,13144.9,capital
AUT,FRA,1033.6,capital
AUT,FRO,2104.1,capital
AUT,FSM,12838.9,capital
AUT,GAB,5358.5,capital
AUT,GBR,1235.2,capital
AUT,GEO,2338.5,capital
AUT,GGY,1390.6,centroid
AUT,GHA,4996.3,capital
AUT,GIB,2223.9,capital
AUT,GIN,5134.8,capital
AUT,GLP,7814.1,capital
AUT,GMB,4911.0,capital
AUT,GNB,5008.8,capital
AUT,GNQ,4995.7,capital
AUT,GRC,1282.8,capital
AUT,GRD,8122.8,centroid
AUT,GRL,4313.3,capital
AUT,GTM,10000.1,capital
AUT,GUF,8031.0,capital
AUT,GUM,11477.0,capital
AUT,GUY,8299.7,capital
AUT,HKG,8733.5,centroid
AUT,HMD,12444.9,centroid
AUT,HND,9818.7,capital
AUT,HRV,267.9,capital
AUT,HTI,8389.0,capital
AUT,HUN,214.2,capital
AUT,IDN,10557.3,capital
AUT,IMN,1589.0,capital
AUT,IND,5565.0,capital
AUT,IOT,8059.6,centroid
AUT,IRL,1681.1,capital
AUT,IRN,3178.7,capital
AUT,IRQ,2855.6,capital
AUT,ISL,2886.0,capital
AUT,ISR,2419.5,capital
AUT,ITA,764.8,capital
AUT,JAM,8754.9,capital
AUT,JEY,1357.0,capital
AUT,JOR,2443.3,capital
AUT,JPN,9127.8,capital
AUT,KAZ,3881.6,capital
AUT,KEN,5847.1,capital
AUT,KGZ,4463.2,capital
AUT,KHM,8944.8,capital
AUT,KIR,14052.7,centroid
AUT,KNA,7783.7,capital
AUT,KOR,8274.7,capital
AUT,KWT,3408.2,capital
AUT,LAO,8254.6,capital
AUT,LBN,2247.8,capital
AUT,LBR,5320.2,capital
AUT,LBY,1724.3,capital
AUT,LCA,7921.4,capital
AUT,LIE,526.3,capital
AUT,LKA,7486.6,capital
AUT,LSO,8691.4,capital
AUT,LTU,947.4,capital
AUT,LUX,763.7,capital
AUT,LVA,1101.6,capital
AUT,MAC,8697.4,centroid
AUT,MAF,7748.6,capital
AUT,MAR,2486.9,capital
AUT,MCO,851.0,capital
AUT,MDA,944.5,capital
AUT,MDG,8081.1,capital
AUT,MDV,7281.5,capital
AUT,MEX,10151.3,capital
AUT,MHL,13397.8,capital
AUT,MKD,796.3,capital
AUT,MLI,4553.6,capital
AUT,MLT,1377.1,capital
AUT,MMR,7597.9,centroid
AUT,MNE,679.8,capital
AUT,MNG,6302.8,capital
AUT,MNP,11371.0,capital
AUT,MOZ,8405.0,capital
AUT,MRT,4442.0,capital
AUT,MSR,7793.0,capital
AUT,MTQ,7877.4,capital
AUT,MUS,8631.9,capital
AUT,MWI,7125.3,capital
AUT,MYS,9400.0,capital
AUT,MYT,7356.2,capital
AUT,NAM,7869.4,capital
AUT,NCL,16100.4,capital
AUT,NER,4076.1,capital
AUT,NFK,16788.9,capital
AUT,NGA,4432.3,capital
AUT,NIC,9916.3,capital
AUT,NIU,16723.9,capital
AUT,NLD,936.5,capital
AUT,NOR,1351.1,capital
AUT,NPL,6231.9,capital
AUT,NRU,14008.1,capital
AUT,NZL,18152.3,capital
AUT,OMN,4585.9,capital
AUT,PAK,4900.6,capital
AUT,PAN,9695.3,capital
AUT,PCN,16122.7,capital
AUT,PER,11252.8,capital
AUT,PHL,9846.2,capital
AUT,PLW,11390.8,capital
AUT,PNG,13733.7,capital
AUT,POL,555.6,capital
AUT,PRI,7939.7,capital
AUT,PRK,8081.3,capital
AUT,PRT,2298.9,capital
AUT,PRY,10983.4,capital
AUT,PSE,2407.0,capital
AUT,PYF,16373.6,capital
AUT,QAT,3980.4,capital
AUT,REU,8610.1,capital
AUT,ROU,856.5,capital
AUT,RUS,1669.7,capital
AUT,RWA,5732.7,capital
AUT,SAU,3724.5,capital
AUT,SDN,3920.6,capital
AUT,SEN,4843.3,capital
AUT,SGP,9713.7,capital
AUT,SGS,12464.1,centroid
AUT,SHN,7460.4,capital
AUT,SJM,3337.6,capital
AUT,SLB,14525.6,capital
AUT,SLE,5216.6,capital
AUT,SLV,9989.9,capital
