# geodist_l1 — capital-to-capital great-circle distance (haversine, km).
# sources: mledoze/countries@c8015eebdd94c533358406b0d709f441389e1f2e (countries.json: cca3, capital, latlng); lutangar/cities.json@e66576247c5d26b1fc65d96a499acff3c3fef827 (cities.json, GeoNames-derived, CC BY 4.0: capital coordinates).
# basis: capital = both endpoints matched a capital city; centroid = at least one endpoint fell back to the country centroid.
# built by tools/build_geodist.py; threshold for «قريبة جغرافياً» lives in the template rules, not here.
iso3_a,iso3_b,distcap_km,basis
GGY,GRL,3293.4,centroid
GGY,GTM,8628.2,centroid
GGY,GUF,6790.5,centroid
GGY,GUM,12319.1,centroid
GGY,GUY,6998.8,centroid
GGY,HKG,9898.7,centroid
GGY,HMD,13398.3,centroid
GGY,HND,8437.3,centroid
GGY,HRV,1444.5,centroid
GGY,HTI,6998.7,centroid
GGY,HUN,1603.1,centroid
GGY,IDN,11929.9,centroid
GGY,IMN,536.8,centroid
GGY,IND,6925.5,centroid
GGY,IOT,9383.4,centroid
GGY,IRL,499.3,centroid
GGY,IRN,4569.3,centroid
GGY,IRQ,4224.4,centroid
GGY,ISL,1993.3,centroid
GGY,ISR,3692.0,centroid
GGY,ITA,1439.5,centroid
GGY,JAM,7364.8,centroid
GGY,JEY,46.5,centroid
GGY,JOR,3728.1,centroid
GGY,JPN,9842.5,centroid
GGY,KAZ,5029.5,centroid
GGY,KEN,6781.2,centroid
GGY,KGZ,5724.1,centroid
GGY,KHM,10256.8,centroid
GGY,KIR,14341.3,centroid
GGY,KNA,6412.0,centroid
GGY,KOR,9143.1,centroid
GGY,KWT,4770.3,centroid
GGY,LAO,9545.1,centroid
GGY,LBN,3553.6,centroid
GGY,LBR,4861.2,centroid
GGY,LBY,2257.4,centroid
GGY,LCA,6568.0,centroid
GGY,LIE,930.7,centroid
GGY,LKA,8875.6,centroid
GGY,LSO,9252.3,centroid
GGY,LTU,1975.7,centroid
GGY,LUX,628.8,centroid
GGY,LVA,1945.7,centroid
GGY,MAC,9869.5,centroid
GGY,MAF,6373.6,centroid
GGY,MAR,1753.4,centroid
GGY,MCO,993.6,centroid
GGY,MDA,2327.5,centroid
GGY,MDG,9062.2,centroid
GGY,MDV,8652.3,centroid
GGY,MEX,8835.3,centroid
GGY,MHL,13699.0,centroid
GGY,MKD,2029.2,centroid
GGY,MLI,4128.1,centroid
GGY,MLT,2046.9,centroid
GGY,MMR,8893.1,centroid
GGY,MNE,1851.9,centroid
GGY,MNG,7254.4,centroid
GGY,MNP,12179.5,centroid
GGY,MOZ,9081.2,centroid
GGY,MRT,3689.9,centroid
GGY,MSR,6424.8,centroid
GGY,MTQ,6521.3,centroid
GGY,MUS,9737.9,centroid
GGY,MWI,7902.9,centroid
GGY,MYS,10763.0,centroid
GGY,MYT,8348.5,centroid
GGY,NAM,8242.1,centroid
GGY,NCL,16841.7,centroid
GGY,NER,4020.7,centroid
GGY,NFK,17608.5,centroid
GGY,NGA,4589.7,centroid
GGY,NIC,8530.1,centroid
GGY,NIU,16449.7,centroid
GGY,NLD,615.1,centroid
GGY,NOR,1437.6,centroid
GGY,NPL,7563.0,centroid
GGY,NRU,14484.6,centroid
GGY,NZL,19082.6,centroid
GGY,OMN,5964.0,centroid
GGY,PAK,6250.5,centroid
GGY,PAN,8306.1,centroid
GGY,PCN,14776.0,centroid
GGY,PER,9932.0,centroid
GGY,PHL,11006.0,centroid
GGY,PLW,12446.9,centroid
GGY,PNG,14761.0,centroid
GGY,POL,1676.9,centroid
GGY,PRI,6556.5,centroid
GGY,PRK,8948.2,centroid
GGY,PRT,1303.2,centroid
GGY,PRY,9931.9,centroid
GGY,PSE,3681.3,centroid
GGY,PYF,15397.2,centroid
GGY,QAT,5337.8,centroid
GGY,REU,9685.3,centroid
GGY,ROU,2233.6,centroid
GGY,RUS,2760.4,centroid
GGY,RWA,6515.6,centroid
GGY,SAU,5045.5,centroid
GGY,SDN,4923.9,centroid
GGY,SEN,4095.6,centroid
GGY,SGP,11074.6,centroid
GGY,SGS,11998.4,centroid
GGY,SHN,7277.8,centroid
GGY,SJM,3284.7,centroid
GGY,SLB,15278.3,centroid
GGY,SLE,4663.3,centroid
GGY,SLV,8612.2,centroid
GGY,SMR,1306.0,centroid
GGY,SOM,6946.3,centroid
GGY,SPM,3904.7,centroid
GGY,SRB,1810.7,centroid
GGY,SSD,5907.1,centroid
GGY,STP,5534.7,centroid
GGY,SUR,6886.7,centroid
GGY,SVK,1445.2,centroid
GGY,SVN,1329.3,centroid
GGY,SWE,1716.7,centroid
GGY,SWZ,9081.7,centroid
GGY,SXM,6374.4,centroid
GGY,SYC,8188.3,centroid
GGY,SYR,3636.7,centroid
GGY,TCA,6677.8,centroid
GGY,TCD,4458.1,centroid
GGY,TGO,4832.2,centroid
GGY,THA,9766.7,centroid
GGY,TJK,5616.3,centroid
GGY,TKL,15409.2,centroid
GGY,TKM,4922.1,centroid
GGY,TLS,13418.3,centroid
GGY,TON,16670.0,centroid
GGY,TTO,6888.6,centroid
GGY,TUN,1740.7,centroid
GGY,TUR,2962.6,centroid
GGY,TUV,15459.5,centroid
GGY,TWN,10060.5,centroid
GGY,TZA,7209.6,centroid
GGY,UGA,6407.5,centroid
GGY,UKR,2351.1,centroid
GGY,UMI,12294.7,centroid
GGY,UNK,1971.3,centroid
GGY,URY,10765.1,centroid
GGY,USA,7186.4,centroid
GGY,UZB,5467.2,centroid
GGY,VAT,1435.2,centroid
GGY,VCT,6655.0,centroid
GGY,VEN,7277.5,centroid
GGY,VGB,6453.6,centroid
GGY,VIR,6482.7,centroid
GGY,VNM,9491.3,centroid
GGY,VUT,16176.4,centroid
GGY,WLF,15949.0,centroid
GGY,WSM,15931.8,centroid
GGY,YEM,5945.1,centroid
GGY,ZAF,8900.8,centroid
GGY,ZMB,7825.4,centroid
GGY,ZWE,8183.5,centroid
GHA,GIB,3441.8,capital
GHA,GIN,1550.2,capital
GHA,GLP,6798.3,capital
GHA,GMB,1998.1,capital
GHA,GNB,1831.3,capital
GHA,GNQ,1015.0,capital
GHA,GRC,4341.5,capital
GHA,GRD,6780.7,centroid
GHA,GRL,7682.9,capital
GHA,GTM,9885.5,capital
GHA,GUF,5771.7,capital
GHA,GUM,15604.3,capital
GHA,GUY,6405.1,capital
GHA,HKG,12242.1,centroid
GHA,HMD,9368.4,centroid
GHA,HND,9536.2,capital
GHA,HRV,4740.9,capital
GHA,HTI,7931.2,capital
GHA,HUN,5011.3,capital
GHA,IDN,11951.8,capital
GHA,IMN,5417.2,capital
GHA,IND,8484.5,capital
GHA,IOT,8061.4,centroid
GHA,IRL,5341.0,capital
GHA,IRN,6233.2,capital
GHA,IRQ,5539.0,capital
GHA,ISL,6741.0,capital
GHA,ISR,4694.3,capital
GHA,ITA,4231.7,capital
GHA,JAM,8402.1,capital
GHA,JEY,4855.0,capital
GHA,JOR,4764.1,capital
GHA,JPN,13807.9,capital
GHA,KAZ,8253.0,capital
GHA,KEN,4180.0,capital
GHA,KGZ,8349.7,capital
GHA,KHM,11517.7,capital
GHA,KIR,18932.5,centroid
GHA,KNA,6910.7,capital
GHA,KOR,12752.8,capital
GHA,KWT,5698.5,capital
GHA,LAO,11159.6,capital
GHA,LBN,4841.1,capital
GHA,LBR,1175.3,capital
GHA,LBY,3340.4,capital
GHA,LCA,6712.6,capital
GHA,LIE,4716.6,capital
GHA,LKA,8838.4,capital
GHA,LSO,4876.4,capital
GHA,LTU,5920.8,capital
GHA,LUX,4934.5,capital
GHA,LVA,6097.6,capital
GHA,MAC,12181.6,centroid
GHA,MAF,6953.1,capital
GHA,MAR,3237.4,capital
GHA,MCO,4310.6,capital
GHA,MDA,5380.5,capital
GHA,MDG,5892.7,capital
GHA,MDV,8162.6,capital
GHA,MEX,10732.3,capital
GHA,MHL,18326.7,capital
GHA,MKD,4581.4,capital
GHA,MLI,1159.1,capital
GHA,MLT,3693.8,capital
GHA,MMR,10615.6,centroid
GHA,MNE,4528.1,capital
GHA,MNG,10800.3,capital
GHA,MNP,15610.3,capital
GHA,MOZ,4978.1,capital
GHA,MRT,2208.4,capital
GHA,MSR,6853.1,capital
GHA,MTQ,6721.9,capital
GHA,MUS,6919.5,capital
GHA,MWI,4332.7,capital
GHA,MYS,11286.1,capital
GHA,MYT,5416.9,capital
GHA,NAM,3647.8,capital
GHA,NCL,17666.6,capital
GHA,NER,920.2,capital
GHA,NFK,17120.8,capital
GHA,NGA,933.3,capital
GHA,NIC,9450.5,capital
GHA,NIU,18146.3,capital
GHA,NLD,5226.8,capital
GHA,NOR,6115.0,capital
GHA,NPL,9280.4,capital
GHA,NRU,18481.1,capital
GHA,NZL,16010.7,capital
GHA,OMN,6568.8,capital
GHA,PAK,8116.6,capital
GHA,PAN,8742.4,capital
GHA,PCN,14263.1,capital
GHA,PER,8714.6,capital
GHA,PHL,13155.3,capital
GHA,PLW,14797.1,capital
GHA,PNG,16390.8,capital
GHA,POL,5542.5,capital
GHA,PRI,7274.0,capital
GHA,PRK,12580.2,capital
GHA,PRT,3797.0,capital
GHA,PRY,7084.8,capital
GHA,PSE,4700.8,capital
GHA,PYF,16430.2,capital
GHA,QAT,5917.5,capital
GHA,REU,6743.3,capital
GHA,ROU,5023.5,capital
GHA,RUS,6504.6,capital
GHA,RWA,3462.3,capital
GHA,SAU,5431.1,capital
GHA,SDN,3740.0,capital
GHA,SEN,2141.9,capital
GHA,SGP,11547.3,capital
GHA,SGS,7496.8,centroid
GHA,SHN,2464.7,capital
GHA,SJM,8131.7,capital
GHA,SLB,17784.9,capital
GHA,SLE,1475.2,capital
GHA,SLV,9752.9,capital
GHA,SMR,4424.5,centroid
GHA,SOM,5066.5,capital
GHA,SPM,7020.3,capital
GHA,SRB,4803.4,capital
GHA,SSD,3519.6,capital
GHA,STP,963.3,capital
GHA,SUR,6079.6,capital
GHA,SVK,5012.5,capital
GHA,SVN,4720.4,capital
GHA,SWE,6179.1,capital
GHA,SWZ,4910.5,capital
GHA,SXM,6948.9,capital
GHA,SYC,6282.4,capital
GHA,SYR,4880.5,capital
GHA,TCA,7812.0,capital
GHA,TCD,1825.2,capital
GHA,TGO,169.3,capital
GHA,THA,11008.4,capital
GHA,TJK,7799.8,capital
GHA,TKL,19033.4,centroid
GHA,TKM,6899.8,capital
GHA,TLS,14025.8,capital
GHA,TON,18313.6,centroid
GHA,TTO,6764.7,capital
GHA,TUN,3632.7,capital
GHA,TUR,5050.1,capital
GHA,TUV,19678.3,capital
GHA,TWN,12861.4,capital
GHA,TZA,4196.6,capital
GHA,UGA,3685.0,capital
GHA,UKR,5751.6,capital
GHA,UMI,16897.7,centroid
GHA,UNK,4632.2,capital
GHA,URY,7377.7,capital
GHA,USA,10219.7,centroid
GHA,UZB,7885.7,capital
GHA,VAT,4231.1,capital
GHA,VCT,6734.4,capital
GHA,VEN,7350.9,capital
GHA,VGB,7117.3,capital
GHA,VIR,7149.5,capital
GHA,VNM,11433.4,capital
GHA,VUT,18199.0,centroid
GHA,WLF,19049.5,capital
GHA,WSM,18711.5,capital
GHA,YEM,5365.1,centroid
GHA,ZAF,4636.5,capital
GHA,ZMB,3908.3,capital
GHA,ZWE,4303.6,capital
GIB,GIN,3075.8,capital
GIB,GLP,5968.5,capital
GIB,GMB,2760.8,capital
GIB,GNB,2889.0,capital
GIB,GNQ,3882.0,capital
GIB,GRC,2577.9,capital
GIB,GRD,6207.5,centroid
GIB,GRL,4372.2,capital
GIB,GTM,8627.0,capital
GIB,GUF,5910.6,capital
GIB,GUM,13667.1,capital
GIB,GUY,6261.8,capital
GIB,HKG,10934.3,centroid
GIB,HMD,12420.7,centroid
GIB,HND,8368.1,capital
GIB,HRV,2078.8,capital
GIB,HTI,6767.7,capital
GIB,HUN,2367.8,capital
GIB,IDN,12402.6,capital
GIB,IMN,2003.2,capital
GIB,IND,7563.8,capital
GIB,IOT,9234.6,centroid
GIB,IRL,1912.5,capital
GIB,IRN,5036.2,capital
GIB,IRQ,4507.0,capital
GIB,ISL,3304.9,capital
GIB,ISR,3746.1,capital
GIB,ITA,1666.3,capital
GIB,JAM,7199.1,capital
GIB,JEY,1474.1,capital
GIB,JOR,3804.6,capital
GIB,JPN,11247.8,capital
GIB,KAZ,6103.4,capital
GIB,KEN,6025.2,capital
GIB,KGZ,6637.5,capital
GIB,KHM,11004.5,capital
GIB,KIR,15835.0,centroid
GIB,KNA,5978.6,capital
GIB,KOR,10463.1,capital
GIB,KWT,4981.5,capital
GIB,LAO,10357.0,capital
GIB,LBN,3701.4,capital
GIB,LBR,3364.6,capital
GIB,LBY,1733.9,capital
GIB,LCA,6028.6,capital
GIB,LIE,1733.0,capital
GIB,LKA,9123.7,capital
GIB,LSO,8047.6,capital
GIB,LTU,3113.5,capital
GIB,LUX,1761.2,capital
GIB,LVA,3181.6,capital
GIB,MAC,10895.4,centroid
GIB,MAF,5964.8,capital
GIB,MAR,272.6,capital
GIB,MCO,1375.3,capital
GIB,MDA,3060.8,capital
GIB,MDG,8267.5,capital
GIB,MDV,8734.3,capital
GIB,MEX,9073.7,capital
GIB,MHL,15195.5,capital
GIB,MKD,2391.0,capital
GIB,MLI,2630.2,capital
GIB,MLT,1783.8,capital
GIB,MMR,9701.4,centroid
GIB,MNE,2221.7,capital
GIB,MNG,8510.3,capital
GIB,MNP,13547.4,capital
GIB,MOZ,7970.2,capital
GIB,MRT,2263.0,capital
GIB,MSR,5968.3,capital
GIB,MTQ,5996.3,capital
GIB,MUS,9096.0,capital
GIB,MWI,6923.1,capital
GIB,MYS,11316.1,capital
GIB,MYT,7595.9,capital
GIB,NAM,6940.6,capital
GIB,NCL,18281.4,capital
GIB,NER,2624.4,capital
GIB,NFK,19009.1,capital
GIB,NGA,3280.3,capital
GIB,NIC,8405.2,capital
GIB,NIU,17588.1,capital
GIB,NLD,1975.8,capital
GIB,NOR,2883.6,capital
GIB,NPL,8293.6,capital
GIB,NRU,15977.8,capital
GIB,NZL,19443.2,capital
GIB,OMN,6196.1,capital
GIB,PAK,6943.9,capital
GIB,PAN,8000.7,capital
GIB,PCN,14657.9,capital
GIB,PER,9207.6,capital
GIB,PHL,12044.4,capital
GIB,PLW,13612.3,capital
GIB,PNG,15954.3,capital
GIB,POL,2732.8,capital
GIB,PRI,6212.6,capital
GIB,PRK,10268.5,capital
GIB,PRT,441.2,capital
GIB,PRY,8759.6,capital
GIB,PSE,3740.4,capital
GIB,PYF,15940.4,capital
GIB,QAT,5492.4,capital
GIB,REU,8997.9,capital
GIB,ROU,2802.5,capital
GIB,RUS,3881.4,capital
GIB,RWA,5602.0,capital
GIB,SAU,5091.3,capital
GIB,SDN,4387.0,capital
GIB,SEN,2670.9,capital
GIB,SGP,11632.3,capital
GIB,SGS,10524.1,centroid
GIB,SHN,5790.0,capital
GIB,SJM,4782.1,capital
GIB,SLB,16694.4,capital
GIB,SLE,3177.4,capital
GIB,SLV,8569.2,capital
GIB,SMR,1730.3,centroid
GIB,SOM,6432.5,capital
GIB,SPM,4316.3,capital
GIB,SRB,2373.4,capital
GIB,SSD,5129.2,capital
GIB,STP,4172.4,capital
GIB,SUR,6076.3,capital
GIB,SVK,2268.6,capital
GIB,SVN,1986.8,capital
GIB,SWE,3081.4,capital
GIB,SWZ,7946.9,capital
GIB,SXM,5964.0,capital
GIB,SYC,7762.9,capital
GIB,SYR,3783.4,capital
GIB,TCA,6493.7,capital
GIB,TCD,3364.5,capital
GIB,TGO,3404.3,capital
GIB,THA,10479.7,capital
GIB,TJK,6371.9,capital
GIB,TKL,16708.3,centroid
GIB,TKM,5545.4,capital
GIB,TLS,14194.5,capital
GIB,TON,17955.7,centroid
GIB,TTO,6289.5,capital
GIB,TUN,1387.9,capital
GIB,TUR,3346.9,capital
GIB,TUV,16909.5,capital
GIB,TWN,11220.6,capital
GIB,TZA,6360.8,capital
GIB,UGA,5581.6,capital
GIB,UKR,3266.3,capital
GIB,UMI,13792.5,centroid
GIB,UNK,2379.7,capital
GIB,URY,9492.5,capital
GIB,USA,7764.5,centroid
GIB,UZB,6293.3,capital
GIB,VAT,1662.1,capital
GIB,VCT,6101.7,capital
GIB,VEN,6774.8,capital
GIB,VGB,6081.7,capital
GIB,VIR,6114.5,capital
GIB,VNM,10395.7,capital
GIB,VUT,17650.7,centroid
GIB,WLF,17312.6,capital
GIB,WSM,17188.6,capital
GIB,YEM,5761.3,centroid
GIB,ZAF,7729.0,capital
GIB,ZMB,6734.5,capital
GIB,ZWE,7118.1,capital
GIN,GLP,5249.5,capital
GIN,GMB,537.9,capital
GIN,GNB,333.0,capital
GIN,GNQ,2561.2,capital
GIN,GRC,4891.8,capital
GIN,GRD,5242.7,centroid
GIN,GRL,6764.1,capital
GIN,GTM,8337.2,capital
GIN,GUF,4292.3,capital
GIN,GUM,16519.6,capital
GIN,GUY,4901.8,capital
GIN,HKG,13324.2,centroid
GIN,HMD,10602.2,centroid
GIN,HND,7989.3,capital
GIN,HRV,4921.8,capital
GIN,HTI,6381.1,capital
GIN,HUN,5219.8,capital
GIN,IDN,13460.6,capital
GIN,IMN,5027.6,capital
GIN,IND,9587.4,capital
GIN,IOT,9592.3,centroid
GIN,IRL,4915.1,capital
GIN,IRN,7148.1,capital
GIN,IRQ,6473.4,capital
GIN,ISL,6105.4,capital
GIN,ISR,5595.6,capital
GIN,ITA,4414.5,capital
GIN,JAM,6851.9,capital
GIN,JEY,4538.1,capital
GIN,JOR,5667.4,capital
GIN,JPN,14262.6,capital
GIN,KAZ,8843.8,capital
GIN,KEN,5718.5,capital
GIN,KGZ,9147.5,capital
GIN,KHM,12833.6,capital
GIN,KIR,18590.1,centroid
GIN,KNA,5360.7,capital
GIN,KOR,13369.2,capital
GIN,KWT,6749.7,capital
GIN,LAO,12382.4,capital
GIN,LBN,5685.7,capital
GIN,LBR,479.8,capital
GIN,LBY,3784.1,capital
GIN,LCA,5168.0,capital
GIN,LIE,4718.8,capital
GIN,LKA,10263.7,capital
GIN,LSO,6172.6,capital
GIN,LTU,6077.5,capital
GIN,LUX,4818.0,capital
GIN,LVA,6189.9,capital
GIN,MAC,13270.1,centroid
GIN,MAF,5402.9,capital
GIN,MAR,2809.8,capital
GIN,MCO,4314.5,capital
GIN,MDA,5773.7,capital
GIN,MDG,7416.7,capital
GIN,MDV,9622.9,capital
GIN,MEX,9184.1,capital
GIN,MHL,18083.2,capital
GIN,MKD,4973.7,capital
GIN,MLI,709.7,capital
GIN,MLT,4086.6,capital
GIN,MMR,11786.9,centroid
GIN,MNE,4862.7,capital
GIN,MNG,11376.0,capital
GIN,MNP,16450.0,capital
GIN,MOZ,6369.9,capital
GIN,MRT,982.4,capital
GIN,MSR,5303.5,capital
GIN,MTQ,5175.7,capital
GIN,MUS,8453.0,capital
GIN,MWI,5851.9,capital
GIN,MYS,12718.1,capital
GIN,MYT,6962.1,capital
GIN,NAM,4895.5,capital
GIN,NCL,18598.8,capital
GIN,NER,1775.4,capital
GIN,NFK,17838.2,capital
GIN,NGA,2323.6,capital
GIN,NIC,7908.2,capital
GIN,NIU,17249.4,capital
GIN,NLD,5049.9,capital
GIN,NOR,5959.2,capital
GIN,NPL,10387.0,capital
GIN,NRU,19013.5,capital
GIN,NZL,16388.5,capital
GIN,OMN,7768.1,capital
GIN,PAK,9119.7,capital
GIN,PAN,7214.2,capital
GIN,PCN,13108.4,capital
GIN,PER,7399.6,capital
GIN,PHL,14341.5,capital
GIN,PLW,16025.4,capital
GIN,PNG,17912.8,capital
GIN,POL,5684.6,capital
GIN,PRI,5723.8,capital
GIN,PRK,13179.4,capital
GIN,PRT,3276.7,capital
GIN,PRY,6135.9,capital
GIN,PSE,5598.3,capital
GIN,PYF,15175.7,capital
GIN,QAT,7071.7,capital
GIN,REU,8270.9,capital
GIN,ROU,5439.2,capital
GIN,RUS,6788.7,capital
GIN,RWA,5009.3,capital
GIN,SAU,6584.5,capital
GIN,SDN,5050.6,capital
GIN,SEN,704.4,capital
GIN,SGP,12995.1,capital
GIN,SGS,7448.3,centroid
GIN,SHN,2963.8,capital
GIN,SJM,7812.9,capital
GIN,SLB,19316.1,capital
GIN,SLE,126.5,capital
GIN,SLV,8206.4,capital
GIN,SMR,4563.8,centroid
GIN,SOM,6574.3,capital
GIN,SPM,5757.8,capital
GIN,SRB,5104.1,capital
GIN,SSD,5016.5,capital
GIN,STP,2479.1,capital
GIN,SUR,4587.3,capital
GIN,SVK,5167.5,capital
GIN,SVN,4862.8,capital
GIN,SWE,6141.1,capital
GIN,SWZ,6284.1,capital
GIN,SXM,5398.7,capital
GIN,SYC,7819.0,capital
GIN,SYR,5744.0,capital
GIN,TCA,6264.9,capital
GIN,TCD,3148.4,capital
GIN,TGO,1684.1,capital
GIN,THA,12305.7,capital
GIN,TJK,8695.4,capital
GIN,TKL,17635.8,centroid
GIN,TKM,7787.7,capital
GIN,TLS,15541.6,capital
GIN,TON,17697.7,centroid
GIN,TTO,5233.7,capital
GIN,TUN,3866.9,capital
GIN,TUR,5692.7,capital
GIN,TUV,18597.2,capital
GIN,TWN,13823.6,capital
GIN,TZA,5746.8,capital
GIN,UGA,5219.7,capital
GIN,UKR,6082.0,capital
GIN,UMI,16808.3,centroid
GIN,UNK,5001.2,capital
GIN,URY,6661.5,capital
GIN,USA,8774.2,centroid
GIN,UZB,8718.2,capital
GIN,VAT,4412.1,capital
GIN,VCT,5192.5,capital
GIN,VEN,5819.7,capital
GIN,VGB,5567.2,capital
GIN,VIR,5599.4,capital
GIN,VNM,12588.3,capital
GIN,VUT,19292.8,centroid
GIN,WLF,18063.1,capital
GIN,WSM,17583.1,capital
GIN,YEM,6709.7,centroid
GIN,ZAF,5990.6,capital
GIN,ZMB,5390.5,capital
GIN,ZWE,5777.5,capital
GLP,GMB,4855.2,capital
GLP,GNB,4990.7,capital
GLP,GNQ,7810.7,capital
GLP,GRC,8531.7,capital
GLP,GRD,431.5,centroid
GLP,GRL,5412.3,capital
GLP,GTM,3087.9,capital
GLP,GUF,1601.4,capital
GLP,GUM,15631.8,capital
GLP,GUY,1093.8,capital
GLP,HKG,15737.2,centroid
GLP,HMD,14293.5,centroid
GLP,HND,2742.2,capital
GLP,HRV,7795.7,capital
GLP,HTI,1161.0,capital
GLP,HUN,8017.4,capital
GLP,IDN,18362.1,capital
GLP,IMN,6464.1,capital
GLP,IND,13375.1,capital
GLP,IOT,14803.2,centroid
GLP,IRL,6325.2,capital
GLP,IRN,10942.1,capital
GLP,IRQ,10464.6,capital
GLP,ISL,6143.6,capital
GLP,ISR,9712.9,capital
GLP,ITA,7535.6,capital
GLP,JAM,1616.5,capital
GLP,JEY,6476.8,capital
GLP,JOR,9772.4,capital
GLP,JPN,13840.8,capital
GLP,KAZ,11274.9,capital
GLP,KEN,10960.6,capital
GLP,KGZ,12096.5,capital
GLP,KHM,16616.7,capital
GLP,KIR,13703.0,centroid
GLP,KNA,179.0,capital
GLP,KOR,13989.8,capital
GLP,KWT,10949.7,capital
GLP,LAO,15866.9,capital
GLP,LBN,9668.4,capital
GLP,LBR,5645.8,capital
GLP,LBY,7663.6,capital
GLP,LCA,235.8,capital
GLP,LIE,7301.1,capital
GLP,LKA,15077.0,capital
GLP,LSO,10796.1,capital
GLP,LTU,8372.4,capital
GLP,LUX,7072.2,capital
GLP,LVA,8272.1,capital
GLP,MAC,15740.5,centroid
GLP,MAF,271.4,capital
GLP,MAR,5809.0,capital
GLP,MCO,7121.3,capital
GLP,MDA,8758.4,capital
GLP,MDG,12555.9,capital
GLP,MDV,14605.9,capital
GLP,MEX,3971.9,capital
GLP,MHL,13631.0,capital
GLP,MKD,8269.5,capital
GLP,MLI,5789.3,capital
GLP,MLT,7751.8,capital
GLP,MMR,15247.8,centroid
GLP,MNE,8086.3,capital
GLP,MNG,12819.6,capital
GLP,MNP,15416.0,capital
GLP,MOZ,11197.5,capital
GLP,MRT,4857.6,capital
GLP,MSR,94.0,capital
GLP,MTQ,170.3,capital
GLP,MUS,13608.9,capital
GLP,MWI,11007.1,capital
GLP,MYS,17212.8,capital
GLP,MYT,12180.2,capital
GLP,NAM,9583.8,capital
GLP,NCL,14926.1,capital
GLP,NER,6843.7,capital
GLP,NFK,14748.6,capital
GLP,NGA,7523.7,capital
GLP,NIC,2677.5,capital
GLP,NIU,12446.7,capital
GLP,NLD,7025.7,capital
GLP,NOR,7499.7,capital
GLP,NPL,13997.3,capital
GLP,NRU,14412.3,capital
GLP,NZL,13952.9,capital
GLP,OMN,12164.3,capital
GLP,PAK,12700.0,capital
GLP,PAN,2080.5,capital
GLP,PCN,8697.2,capital
GLP,PER,3543.0,capital
GLP,PHL,16599.3,capital
GLP,PLW,16841.9,capital
GLP,PNG,16803.2,capital
GLP,POL,8118.3,capital
GLP,PRI,539.5,capital
GLP,PRK,13846.6,capital
GLP,PRT,5681.0,capital
GLP,PRY,4611.8,capital
GLP,PSE,9707.5,capital
GLP,PYF,10316.2,capital
GLP,QAT,11457.1,capital
GLP,REU,13406.3,capital
GLP,ROU,8602.1,capital
GLP,RUS,9113.2,capital
GLP,RWA,10258.6,capital
GLP,SAU,11040.1,capital
GLP,SDN,9975.5,capital
GLP,SEN,4742.4,capital
GLP,SGP,17524.6,capital
GLP,SGS,8181.9,centroid
GLP,SHN,7097.1,capital
GLP,SJM,7981.6,capital
GLP,SLB,15443.2,capital
GLP,SLE,5323.9,capital
GLP,SLV,2960.0,capital
GLP,SMR,7522.5,centroid
GLP,SOM,11764.5,capital
GLP,SPM,3461.1,capital
GLP,SRB,8154.3,capital
GLP,SSD,10211.9,capital
GLP,STP,7698.7,capital
GLP,SUR,1334.6,capital
GLP,SVK,7868.8,capital
GLP,SVN,7680.9,capital
GLP,SWE,7906.3,capital
GLP,SWZ,11075.5,capital
GLP,SXM,265.3,capital
GLP,SYC,13052.7,capital
GLP,SYR,9750.9,capital
GLP,TCA,1161.8,capital
GLP,TCD,8247.2,capital
GLP,TGO,6933.3,capital
GLP,THA,16173.6,capital
GLP,TJK,12061.0,capital
GLP,TKL,12436.0,centroid
GLP,TKM,11361.0,capital
GLP,TLS,18869.1,capital
GLP,TON,12989.1,centroid
GLP,TTO,593.2,capital
GLP,TUN,7356.1,capital
GLP,TUR,9254.7,capital
GLP,TUV,13364.1,capital
GLP,TWN,15436.9,capital
GLP,TZA,10992.0,capital
GLP,UGA,10458.9,capital
GLP,UKR,8799.9,capital
GLP,UMI,13429.6,centroid
GLP,UNK,8238.2,capital
GLP,URY,5690.1,capital
GLP,USA,4224.1,centroid
GLP,UZB,11894.0,capital
GLP,VAT,7530.9,capital
GLP,VCT,320.6,capital
GLP,VEN,827.9,capital
GLP,VGB,408.8,capital
GLP,VIR,428.3,capital
GLP,VNM,15680.9,capital
GLP,VUT,14819.0,centroid
GLP,WLF,12984.4,capital
GLP,WSM,12530.0,capital
GLP,YEM,11565.9,centroid
GLP,ZAF,10764.3,capital
GLP,ZMB,10476.4,capital
GLP,ZWE,10830.7,capital
GMB,GNB,206.2,capital
GMB,GNQ,2985.5,capital
GMB,GRC,4814.9,capital
GMB,GRD,4884.9,centroid
GMB,GRL,6253.3,capital
GMB,GTM,7937.7,capital
GMB,GUF,4032.0,capital
GMB,GUM,16382.3,capital
GMB,GUY,4604.8,capital
GMB,HKG,13340.0,centroid
GMB,HMD,11140.0,centroid
GMB,HND,7596.3,capital
GMB,HRV,4717.4,capital
GMB,HTI,5965.0,capital
GMB,HUN,5016.8,capital
GMB,IDN,13777.0,capital
GMB,IMN,4647.5,capital
GMB,IND,9657.2,capital
GMB,IOT,9955.8,centroid
GMB,IRL,4527.2,capital
GMB,IRN,7164.2,capital
GMB,IRQ,6508.4,capital
GMB,ISL,5650.7,capital
GMB,ISR,5633.5,capital
GMB,ITA,4225.5,capital
GMB,JAM,6438.5,capital
