path,area,bytes,lines,flags
tests/test_stage3_phase2_triangulation.py,tests,7268,138,
tests/test_stage3_research.py,tests,15281,315,
tests/test_stage3_triangulation.py,tests,10220,195,
tests/test_stage4_decision.py,tests,9389,184,
tests/test_stage5_report.py,tests,12675,261,
tests/test_stage5_review_fixes.py,tests,10010,180,
tests/test_staleness_and_divergence.py,tests,5044,89,
tests/test_staleness_policy.py,tests,7032,147,
tests/test_stitch_gaps.py,tests,3400,83,
tests/test_store_first_routing.py,tests,10273,205,
tests/test_study12_live_defects.py,tests,21193,350,
tests/test_study13_live_defects.py,tests,15927,290,
tests/test_study14_live_defects.py,tests,25491,431,
tests/test_target_markets.py,tests,4576,112,
tests/test_tariff_gcc_documented_fallback.py,tests,4244,76,
tests/test_technical_mission_failures_item2.py,tests,8935,170,
tests/test_thinking_block_stream_assembly.py,tests,19609,385,
tests/test_throttle_hardening.py,tests,7802,153,
tests/test_trends_429_retry_and_polish.py,tests,9946,203,
tests/test_ui_action_buttons_have_purpose.py,tests,4687,81,
tests/test_ui_audit_high_fixes.py,tests,14010,289,
tests/test_ui_med_stale_product_and_empty_markets.py,tests,7598,174,
tests/test_usability_fixes_aug17.py,tests,10802,196,
tests/test_vendor_name_leak_item1.py,tests,7243,129,
tests/test_verdict_score_baseline.py,tests,2452,49,
tests/test_watchdog.py,tests,22922,488,
tests/test_wave0_security.py,tests,12372,249,
tests/test_wave10_quality_and_structure.py,tests,23985,526,
tests/test_wave11_identity_and_hardening.py,tests,13477,288,
tests/test_wave12_architecture_audit.py,tests,14186,362,
tests/test_wave13_resilience.py,tests,17311,332,
tests/test_wave1_cleanups.py,tests,8274,175,
tests/test_wave1_hs_classifier.py,tests,27291,466,
tests/test_wave1_source_contract.py,tests,11572,223,
tests/test_wave1p5_prerun_advisories.py,tests,9855,197,
tests/test_wave1p5_service_failure_ops.py,tests,3940,82,
tests/test_wave2_first_pdf_cluster.py,tests,24725,409,
tests/test_wave2_gate_parity.py,tests,10424,154,
tests/test_wave2_med_fixes.py,tests,10929,198,
tests/test_wave2_structure.py,tests,6327,154,
tests/test_wave2a_economics_arithmetic.py,tests,5857,125,
tests/test_wave3_agents.py,tests,8372,158,
tests/test_wave3_economics_engine.py,tests,12933,266,
tests/test_wave3_evidence_urls.py,tests,6427,124,
tests/test_wave3_low_fixes.py,tests,3731,61,
tests/test_wave3_style_gate_tiers.py,tests,6266,110,
tests/test_wave3_typography.py,tests,5751,124,
tests/test_wave3_writer_confidentiality.py,tests,2296,35,
tests/test_wave4_classification_lock.py,tests,3242,71,
tests/test_wave4_correlation.py,tests,11224,215,
tests/test_wave5_verdict_structure.py,tests,6219,129,
tests/test_wave5a_discovery.py,tests,8898,169,
tests/test_wave5b_compliance.py,tests,7078,121,
tests/test_wave5c_reports.py,tests,9375,189,
tests/test_wave6_deep_research_export.py,tests,5668,121,
tests/test_wave6_deep_research_view.py,tests,7233,154,
tests/test_wave6_evals.py,tests,8064,182,
tests/test_wave6_gdelt.py,tests,1379,43,
tests/test_wave6_llm_runtime.py,tests,11724,248,
tests/test_wave6_market_analyst.py,tests,6975,162,
tests/test_wave6_market_resolver.py,tests,2747,77,
tests/test_wave6_missions.py,tests,6696,147,
tests/test_wave6_post_entry_monitoring.py,tests,6692,167,
tests/test_wave6_reference_csvs.py,tests,3209,83,
tests/test_wave6_register_discipline.py,tests,3070,70,
tests/test_wave6_report_writer.py,tests,7640,171,
tests/test_wave6_research_api.py,tests,5832,120,
tests/test_wave6_trace.py,tests,7103,172,
tests/test_wave6_trend.py,tests,9181,188,
tests/test_wave6_web_deep_research.py,tests,3658,82,
tests/test_wave7_agent_panel_fallback.py,tests,4035,90,
tests/test_wave7_directive_audit.py,tests,1449,35,
tests/test_wave7_live_incident_fixes.py,tests,20322,390,
tests/test_wave7_security_p0.py,tests,7119,149,
tests/test_wave8_live_tuning.py,tests,23898,484,
tests/test_wave8_perf.py,tests,4508,90,
tests/test_wave9_enrichment_report.py,tests,5418,105,
tests/test_wave9_sellable_report.py,tests,34087,710,
tests/test_wave_b_barriers.py,tests,23057,403,
tests/test_wave_datasources_integration.py,tests,17119,338,
tests/test_wave_market_study_engine_core_rules.py,tests,41634,737,
tests/test_wave_p0_prompt_caching.py,tests,11142,245,
tests/test_wave_p1_ai_timeout_and_failure_reasons.py,tests,12219,295,
tests/test_wave_p2_writer_trace_regen_sanitize.py,tests,24358,531,
tests/test_wave_p3_writer_diagnostics_and_json_leak.py,tests,16756,412,
tests/test_wave_p4_source_outages.py,tests,15395,372,
tests/test_wave_p5_writer_max_tokens_and_leaks.py,tests,18536,360,
tests/test_wave_p6_pipeline_resilience.py,tests,54602,1072,
tests/test_wave_p6_platform_bridge.py,tests,11684,223,
tests/test_wave_p6_review_fixes.py,tests,26070,498,
tests/test_wave_p6_streaming_provider.py,tests,19123,434,
tests/test_wave_p6_writer_continuation.py,tests,17722,355,
tests/test_wave_z_followups.py,tests,28913,508,
tests/test_wave_z_one_verdict.py,tests,45140,788,
tests/test_wgi_governance_augment_d3.py,tests,4912,101,
tests/test_world_coverage_tierA.py,tests,13429,239,
tests/test_wp1_verdict_determinism.py,tests,16523,317,
tests/test_wp2_client_output_hygiene.py,tests,12079,231,
tests/test_wp3_evidence_integrity.py,tests,9624,192,
tests/test_wp4_gaps_consistency.py,tests,6271,114,
tests/test_wp5_rtl_brackets.py,tests,11720,225,
tests/test_wp6_injector_hardening.py,tests,5809,92,
tests/test_wp7_delivery_gate_hardening.py,tests,6093,115,
tests/test_writer_gate_polish_analysis7.py,tests,5994,112,
tests/test_ws10_deterministic_no_evidence_columns.py,tests,2965,58,
tests/test_ws10_golden_case.py,tests,8215,159,
tests/test_ws10_writer_prompt_no_evidence_columns.py,tests,2200,41,
tests/test_ws4_ws11_resilience.py,tests,9821,223,
tests/test_ws8_news_fallback_chain.py,tests,7774,181,
tests/test_year_fallback.py,tests,5212,99,
tests/test_yemen_dairy_mirror_probe.py,tests,1561,36,
tests/test_zero_confidence_finding_gap.py,tests,5323,96,
tests/test_zz_phase2_final_gate.py,tests,8174,148,
tools/acceptance_run.py,tools,14009,292,
tools/audit_call_probe.py,tools,16078,360,
tools/audit_stored_hs.py,tools,9196,193,
tools/audit_unit_gaps.py,tools,6436,164,
tools/backtest.py,tools,4760,99,
tools/canonical_dza_peanut_butter.py,tools,12255,193,
tools/canonical_fettuccine.py,tools,7606,135,
tools/canonical_germany_dates.py,tools,9244,145,
tools/canonical_japan_honey.py,tools,9103,144,
tools/canonical_jordan_milk.py,tools,12554,178,
tools/canonical_kuwait_peanut_butter.py,tools,10160,159,
tools/canonical_nadec_yemen_dairy.py,tools,16140,214,
tools/canonical_netherlands.py,tools,7890,136,
tools/canonical_qatar_peanut_butter.py,tools,7381,140,
tools/canonical_yemen.py,tools,11198,173,
tools/check_self_review_gate.py,tools,6202,117,
tools/dev_console.py,tools,5754,136,
tools/export_captured.py,tools,12317,276,
tools/export_silk_preview.py,tools,9833,170,
tools/fetch_agreements.py,tools,8363,156,
tools/fetch_countries.py,tools,5674,139,
tools/fetch_demographics.py,tools,8038,173,
tools/fetch_ports.py,tools,12709,242,
tools/gen_academic_sample.py,tools,8614,142,
tools/gen_analyze_samples.py,tools,11395,202,
tools/gen_client_report_sample.py,tools,29876,483,
tools/gen_kuwait_battery_sample.py,tools,2109,42,
tools/gen_research_sample.py,tools,21276,340,
tools/gen_verdict_baseline.py,tools,4825,108,
tools/golden_set.py,tools,11677,254,
tools/hs_before_after.py,tools,4482,114,
tools/hs_delta.py,tools,6886,144,
tools/import_legacy.py,tools,2172,51,
tools/inference_audit.py,tools,3239,82,
tools/live_shape_server.py,tools,22042,393,
tools/migrate_hs_keywords.py,tools,5551,114,
tools/post_deploy_smoke.py,tools,24304,413,
tools/probe_yemen_dairy_mirror.py,tools,5402,107,
tools/prompt_size_report.py,tools,11549,226,
tools/prose_report.py,tools,3015,84,
tools/recover_and_verify.py,tools,10037,180,
tools/refresh.py,tools,469,16,
tools/rtl_calibration.py,tools,17827,346,
tools/stage2c_proof.py,tools,10811,241,
tools/verify_backup.py,tools,6279,141,
tools/wave1_charter_adapter_validation.py,tools,9579,155,
tools/wave_b_audit.py,tools,4672,79,
tools/wave_c_audit.py,tools,15429,263,
tools/wave_d_audit.py,tools,8036,139,
tools/wave_z_audit.py,tools,20942,368,
web/checkout.html,frontend,14205,292,
web/fonts/Cairo-var-arabic.woff2,frontend,30896,99,
web/fonts/Cairo-var-latin-ext.woff2,frontend,16648,41,
web/fonts/Cairo-var-latin.woff2,frontend,33820,145,
web/fonts/IBMPlexMono-500-latin-ext.woff2,frontend,13432,48,
web/fonts/IBMPlexMono-500-latin.woff2,frontend,14888,61,
web/fonts/IBMPlexMono-600-latin-ext.woff2,frontend,14328,52,
web/fonts/IBMPlexMono-600-latin.woff2,frontend,15620,77,
web/fonts/IBMPlexSansArabic-400-arabic.woff2,frontend,42848,160,
web/fonts/IBMPlexSansArabic-400-latin-ext.woff2,frontend,6656,21,
web/fonts/IBMPlexSansArabic-400-latin.woff2,frontend,19164,61,
web/fonts/IBMPlexSansArabic-500-arabic.woff2,frontend,45296,184,
web/fonts/IBMPlexSansArabic-500-latin-ext.woff2,frontend,6540,26,
web/fonts/IBMPlexSansArabic-500-latin.woff2,frontend,20088,62,
web/fonts/IBMPlexSansArabic-600-arabic.woff2,frontend,45688,166,
web/fonts/IBMPlexSansArabic-600-latin-ext.woff2,frontend,6680,33,
web/fonts/IBMPlexSansArabic-600-latin.woff2,frontend,20500,97,
web/fonts/IBMPlexSansArabic-700-arabic.woff2,frontend,44280,187,
web/fonts/IBMPlexSansArabic-700-latin-ext.woff2,frontend,6564,30,
web/fonts/IBMPlexSansArabic-700-latin.woff2,frontend,19504,73,
web/fonts/MarkaziText-600-arabic.woff2,frontend,41320,168,
web/fonts/MarkaziText-600-latin-ext.woff2,frontend,24628,95,
web/fonts/MarkaziText-600-latin.woff2,frontend,25532,97,
web/fonts/MarkaziText-700-arabic.woff2,frontend,41320,168,
web/fonts/MarkaziText-700-latin-ext.woff2,frontend,24628,95,
web/fonts/MarkaziText-700-latin.woff2,frontend,25532,97,
web/fonts/fonts.css,frontend,11792,30,
web/index.html,frontend,142911,1432,
web/marketing.js,frontend,14697,322,
web/platform-landing.html,frontend,41378,462,
web/platform.html,frontend,289919,4677,
web/pricing.html,frontend,32422,449,
web/research-motion.css,frontend,7368,75,
web/reset-password.html,frontend,9752,173,
web/silk-approved-preview.png,frontend,1429684,3729,binary_or_generated_review
web/silk-logo.png,frontend,107494,843,binary_or_generated_review
